trial,assumed_mu,actual_mu,control_mu,score,feasible,goal_reached,final_time,max_abs_ey,max_abs_beta,max_vx,max_abs_ax,max_abs_jerk,max_abs_delta,max_abs_steer_rate,max_friction_usage,friction_pen,v_straight,v_turn,brake_buffer_m,accel_buffer_m,lookahead_m,ky,kpsi,kv
0,0.2,0.2,0.2,4991974504.253984,0,1,37.9,28.659561157226562,0.11999999731779099,10.60879135131836,1.9620000000000002,15.886480883828687,0.5235987755982988,0.7853981633974476,1.4873537343056502,22.36722782463253,10.608791219013252,2.7162784359853087,21.517977950750083,20.004164581783566,7.0732362285111305,0.9372536721893882,2.486554332664689,1.592068613031606
1,0.2,0.2,0.2,197063035.3809026,0,1,29.200000000000003,6.8105926513671875,0.11999999731779099,9.900239944458008,1.9620000000000002,18.057956428950508,0.5235987755982988,0.7853981633974493,1.5637026820415232,6.803594580475863,9.889746528656817,2.763933188641999,17.72515728985538,33.574602820044426,4.305753833902122,0.3499625939632546,1.9310034888380034,1.7736243245013985
2,0.2,0.2,0.2,12799103075.354155,0,1,37.0,32.360015869140625,0.11999999731779099,10.728069305419922,1.9620000000000002,18.591692007695304,0.5235987755982988,0.7853981633974478,1.6144136439389634,15.130398840949832,10.728069271094627,2.7036659084267627,16.50987574786539,44.11947149219727,6.644229830875428,0.956221846781138,1.0671328988447222,1.034424612835207
3,0.2,0.2,0.2,8371145.392395444,0,1,30.0,2.0178281040425747,0.11999999731779099,8.986230850219727,1.9620000000000002,6.00000000000001,0.5235987755982988,0.7853981633974493,1.1030434230313049,0.024855095898488402,8.986230590638286,2.2699575068420326,16.00552517959049,30.88578406666495,3.6942918623183902,0.5075056766383558,1.726933947061939,1.4503865705576802
4,0.2,0.2,0.2,3323462896.6909385,0,1,39.7,20.30877685546875,0.11999999731779099,9.177603721618652,1.9620000000000002,14.258429990380348,0.5235987755982988,0.7853981633974476,1.3776960682309962,9.776360464106778,9.177603345189937,1.8109873922764748,16.227961395171793,22.338177562700498,6.329926619500755,0.870291612202474,1.3496799393168986,0.7506043483056053
5,0.2,0.2,0.2,290096516.50670344,0,1,24.700000000000003,7.8826141357421875,0.10646839439868927,10.677253723144531,1.9620000000000002,9.16131067766865,0.5235987755982988,0.785398163397451,1.136211538384236,0.03654707381645533,10.67725412777067,1.856613039546209,22.373846452553252,22.288768834083545,3.0395226528705632,0.10809849672610607,2.4886185060051322,0.8584790012737501
6,0.2,0.2,0.2,8283601713.922474,0,1,41.5,33.120201110839844,0.11999999731779099,10.455923080444336,1.9620000000000002,15.003748850979528,0.5235987755982988,0.7853981633974476,1.4897233356794055,25.736020124936854,10.455923063614078,2.329744626850948,19.25357526947852,20.947614875534423,2.5955563823870618,0.8352432579695187,1.730630894743518,0.9387590168186429
7,0.2,0.2,0.2,8751639191.71607,0,1,41.7,34.02015686035156,0.11999999731779099,10.588886260986328,1.9620000000000002,15.483139785336734,0.5235987755982988,0.7853981633974476,1.4895272533738282,26.33023226694931,10.58888634981339,2.391043530923704,19.56631159557511,25.82020764006693,2.160252739753285,0.5803891281555985,1.11500321476687,1.100680762139061
8,0.2,0.2,0.2,6529398563.866015,0,1,30.900000000000002,23.5592041015625,0.11999999731779099,10.785340309143066,1.9620000000000002,17.594009985896548,0.5235987755982988,0.7853981633974493,1.6160841687974636,1.0928192314311316,10.785340162818146,1.4607470542807806,16.238652775825486,27.41298176528436,5.441965876579855,0.7127353675754061,2.4813557018553922,0.8588751786901103
9,0.2,0.2,0.2,9820663991.536978,0,1,27.8,29.455955505371094,0.11999999731779099,9.791971206665039,1.9620000000000002,11.754628503813516,0.5235987755982988,0.7853981633974502,1.838080747857254,31.91812265454443,9.791970803200156,1.8789323803643578,9.549857378953064,17.47108276974839,5.756268623101541,0.6080649532765261,0.9870522696806443,0.9989563153124138
10,0.2,0.2,0.2,5049544718.829261,0,1,34.300000000000004,23.7252197265625,0.11999999731779099,9.227359771728516,1.9620000000000002,16.975910374226792,0.5235987755982988,0.7853981633974483,1.4681399850423589,12.87316764865514,9.227360228251486,2.2610078039672707,12.577286835475826,19.371325506393735,5.27746948421822,0.49799387160872943,0.8103598063586424,1.618107523842051
11,0.2,0.2,0.2,11252499298.886536,0,1,29.5,31.919647216796875,0.11999999731779099,11.026439666748047,1.9620000000000002,18.856321447682006,0.5235987755982988,0.7853981633974493,1.220585948834041,0.7034122495828081,11.026439254554477,2.8003590926953974,15.9100565925316,46.51534074156559,6.0495047006221325,0.8885792080748951,1.6784676051450929,1.294931598359774
12,0.2,0.2,0.2,1189108933.3674257,0,1,29.900000000000002,13.952468872070312,0.11999999731779099,9.1030912399292,1.9620000000000002,16.671384573339434,0.5235987755982988,0.7853981633974493,1.6498384802290236,12.780876168235995,9.103091027007777,2.395021889548116,10.05426072864567,18.75464177032002,5.011941758497859,0.29445006123315487,2.655874281821701,0.7945844115195729
13,0.2,0.2,0.2,10670774654.652061,0,1,43.0,35.45832061767578,0.11999999731779099,10.487695693969727,1.9620000000000002,16.870270837268382,0.5235987755982988,0.7853981633974441,1.446623311943035,24.23147429754845,10.487695457668748,2.373882598985155,19.57880121281876,34.346658621623234,2.439110469927423,0.5573881423876705,0.6998740172685419,1.0060455093137062
14,0.2,0.2,0.2,9076470771.818039,0,1,49.7,32.79447937011719,0.11999999731779099,9.62191390991211,1.9620000000000002,15.665778744026948,0.5235987755982988,0.7853981633974373,1.425706206217041,21.654359418641942,9.621913805183967,1.4839099621813354,17.00455381474181,18.917721645183462,6.8106246155593455,0.7391672536704343,1.432487530883609,0.9166612884395313
15,0.2,0.2,0.2,34940410.635113716,0,1,31.3,3.1684341430664062,0.11999999731779099,8.939563751220703,1.9620000000000002,17.53878138646329,0.5235987755982988,0.7853981633974498,1.6878172348252607,14.839226611554082,8.939564157843773,2.471525254730326,16.046481333249357,13.827749308283966,4.530623320358434,0.639777693789973,2.850783491939959,0.933072525052367
16,0.2,0.2,0.2,4012274275.6047096,0,1,37.2,25.52472686767578,0.11999999731779099,9.94108772277832,1.9620000000000002,17.158867143394033,0.5235987755982988,0.7853981633974476,1.4358294844016464,16.78049760625803,9.941087557904341,1.8553571964975661,16.987771480085467,26.36330410656305,2.1123828153777184,1.0089211166137935,2.75078585241544,1.5618921091540512
17,0.2,0.2,0.2,10893508193.242245,0,1,29.200000000000003,33.51482391357422,0.11999999731779099,10.12007999420166,1.9620000000000002,15.861928165219638,0.5235987755982988,0.7853981633974493,1.200543324403554,0.6981133781603934,10.120080318975665,2.2250935432167904,13.858065391267186,32.311818262988986,5.78037199429179,0.9455122411094227,0.8585782702941517,0.7062087816806504
18,0.2,0.2,0.2,405156437.92782754,0,1,31.1,9.123176574707031,0.11999999731779099,9.40047550201416,1.9620000000000002,15.811871299034678,0.5235987755982988,0.7853981633974493,1.2709256346740017,0.9213934525485828,9.400475535321958,2.025059985981546,13.11534311187912,31.525874249909553,6.20290765473437,0.44885278210498686,2.886958548167388,1.2643538326958816
19,0.2,0.2,0.2,9976063505.678118,0,1,29.200000000000003,30.938270568847656,0.11999999731779099,10.03346061706543,1.9620000000000002,15.89756060276954,0.5235987755982988,0.7853981633974496,1.2003674501959356,0.7159817364903721,10.033460287181589,2.6891635077810263,11.650984185354531,16.622218580472794,4.262504712015797,1.1916131204614206,2.7400254390117933,0.8008918607097565
20,0.2,0.2,0.2,9976556186.872108,0,1,26.900000000000002,29.600677490234375,0.11999999731779099,10.868428230285645,1.9620000000000002,16.547787189483703,0.5235987755982988,0.785398163397451,1.8685038999048538,34.38306619015695,10.868427757507833,2.493294168891401,16.493783849184297,40.24927993760513,5.440638568472358,0.511023501761081,0.8267200033476366,0.8020599393012269
21,0.2,0.2,0.2,2799850032.225714,0,1,30.5,17.526779174804688,0.11999999731779099,9.472134590148926,1.9620000000000002,17.548587426713343,0.5235987755982988,0.7853981633974493,1.577824588760437,9.351936195906148,9.472134479828588,2.058446379579335,10.12249127051301,32.00909096696704,2.7970784464473692,0.29719513897351296,2.0385186996500244,0.727504448901223
22,0.2,0.2,0.2,80166.18306047718,0,1,28.400000000000002,0.503173828125,0.11999999731779099,9.325748443603516,1.9620000000000002,5.4424270789576905,0.5235987755982988,0.7853981633974493,1.082136197907596,0.015239377274874608,9.325410368254607,2.5070923689425486,19.828494444991698,23.545964508887003,2.748267013266504,0.1153299164790217,1.1511744719972525,1.5827237027265766
23,0.2,0.2,0.2,5438085047.910668,0,1,38.6,28.175636291503906,0.11999999731779099,10.394797325134277,1.9620000000000002,16.219388531974104,0.5235987755982988,0.7853981633974478,1.4212785665707748,16.186106270458392,10.394797052473017,2.0122437809600773,21.23104123815983,32.443201414996025,3.0388333886322996,0.9845369788004888,2.316977111077924,0.8071129222328259
24,0.2,0.2,0.2,2671715386.0552034,0,1,36.2,22.332748413085938,0.11999999731779099,9.18012809753418,1.9620000000000002,16.86464135980154,0.5235987755982988,0.7853981633974476,1.4793686775621215,17.919876414326193,9.180128336794029,2.5764182237512148,12.393688865132221,18.780646163489422,4.540637035827974,0.8291506340399406,2.893495816912728,1.2715427524709482
25,0.2,0.2,0.2,1195552836.8139048,0,1,31.700000000000003,12.929718017578125,0.11999999731779099,10.944018363952637,1.9620000000000002,16.713110389515833,0.5235987755982988,0.7853981633974491,1.5064266433913045,14.662781338000627,10.944018731804505,2.017775605207744,22.572662959287445,22.34644038337847,2.729765904732346,0.5610257512479342,2.918956589143636,0.9123733353682707
26,0.2,0.2,0.2,3684686886.1364937,0,1,34.800000000000004,26.17156982421875,0.11999999731779099,10.962273597717285,1.9620000000000002,17.185430959327554,0.5235987755982988,0.7853981633974478,1.481262002631598,20.604971873461892,10.962273825778247,2.357002108721456,24.953564619208926,19.61375990522585,2.5675487831818216,1.0123714763710099,2.512361011980388,1.3649254576205585
27,0.2,0.2,0.2,2598229944.849365,0,1,34.800000000000004,15.394432067871094,0.11999999731779099,10.068376541137695,1.9620000000000002,16.33454912580124,0.5235987755982988,0.7853981633974481,1.525294439358463,16.21771845779236,10.068376867997896,2.8533134177612345,17.757307328042558,25.154565158849714,3.94575702571735,0.5684702950108608,2.164634461391938,0.7312664356015249
28,0.2,0.2,0.2,31094294.052051768,0,1,29.3,2.9058250907616077,0.11999999731779099,9.897590637207031,1.9620000000000002,6.00000000000001,0.5235987755982988,0.7853981633974493,1.1026249551061609,0.02191681622718214,9.897548626836222,1.7137423302856958,20.135906972211064,35.2359470640043,2.5474460152414498,0.17321474265069597,2.0266407930154844,1.5475725882914853
29,0.2,0.2,0.2,326686.28370461066,0,1,27.400000000000002,0.5974042393298054,0.11999999731779099,10.749417304992676,1.9620000000000002,6.000000000000016,0.5235987755982988,0.7853981633974502,1.087711656765766,0.016967247192780192,10.721475978791869,1.6134767913726678,26.75487848719374,23.37369398059288,3.480544428157265,0.2689747347112645,0.8771761527968519,1.918840653044768
30,0.2,0.2,0.2,158380769.8061816,0,1,32.2,5.88287353515625,0.11999999731779099,9.01198959350586,1.9620000000000002,16.15985989570618,0.5235987755982988,0.7853981633974485,1.5533540903503449,10.703803005621278,9.011989798142801,1.4292081091650692,14.93775558961075,26.669162047355716,4.046878375526547,0.44979020664725433,1.8108629688533522,0.7272701132076194
31,0.2,0.2,0.2,9400020836.50304,0,1,27.1,28.69300079345703,0.11999999731779099,10.780292510986328,1.9620000000000002,18.895441033297466,0.5235987755982988,0.7853981633974514,1.7406295077068412,27.178115439434865,10.780292504049346,1.5416366119621272,15.426392936756733,26.07046014901173,4.970409789062418,0.5578886682735115,0.7182098878262255,1.1446701191939068
32,0.2,0.2,0.2,10084587916.942368,0,1,28.0,29.450958251953125,0.11999999731779099,10.052783966064453,1.9620000000000002,9.523325562477135,0.5235987755982988,0.7853981633974502,1.8010605506258777,31.595743579662656,10.052784330483638,2.4345970457663433,10.254600286754481,37.85053318919699,2.5153883362153526,1.027932446757528,2.766367545426281,0.6758717330107803
33,0.2,0.2,0.2,1430109074.975117,0,1,32.6,15.226837158203125,0.11999999731779099,10.671168327331543,1.9620000000000002,16.88252918772209,0.5235987755982988,0.7853981633974485,1.4583834510144424,16.7418460820981,10.671168622830209,2.6220694509461167,23.202586073983593,21.432322793468575,4.787553786927714,0.6656451572094558,2.6581731458941382,1.0386379922296187
34,0.2,0.2,0.2,4618375440.903587,0,1,31.700000000000003,19.571189880371094,0.11999999731779099,9.744643211364746,1.9620000000000002,17.765175274010296,0.5235987755982988,0.7853981633974485,1.6249753810841214,6.815719552031218,9.744643324667452,1.9515871537174074,11.025908734145487,26.081117960761727,4.167824716693402,0.35582693458176107,1.4820283442763071,1.1542113509882816
35,0.2,0.2,0.2,8397075881.569984,0,1,37.0,27.290695190429688,0.11999999731779099,9.616657257080078,1.9620000000000002,17.120804429453823,0.5235987755982988,0.7853981633974478,1.4659938017929552,13.725182043385331,9.616656809805656,2.423976759396861,12.517064937288461,34.97789456728173,6.765009701598525,0.6290014711300864,1.388066892011253,0.9657778643541417
36,0.2,0.2,0.2,9998600018.457016,0,1,36.1,32.01068115234375,0.11999999731779099,10.774579048156738,1.9620000000000002,17.31241641933152,0.5235987755982988,0.7853981633974476,1.5076176862518798,15.081928619982737,10.774578863941388,2.7898315281278987,19.485582758888302,35.18897060599429,3.498409193748801,0.9083824785413198,1.085771023501724,0.8369614714653693
37,0.2,0.2,0.2,14478116031.288523,0,1,28.200000000000003,36.674659729003906,0.11999999731779099,10.801597595214844,1.9620000000000002,12.72306680679323,0.5235987755982988,0.7853981633974493,1.8756190688835235,36.38494349602781,10.801597929613097,2.1631518263533445,12.797070614692862,38.98506542749617,2.4393647378823053,1.1295338049706884,0.9297790320907251,0.6854572215945417
38,0.2,0.2,0.2,6599575381.995486,0,1,40.300000000000004,28.734954833984375,0.11999999731779099,10.668631553649902,1.9620000000000002,17.006441085367165,0.5235987755982988,0.7853981633974476,1.362465486603799,7.634453158642405,10.668631502411326,2.7145742191734112,23.34116830370193,42.91812834399286,3.3175934399637734,0.74908348489414,0.828118074154563,0.8959243237615966
39,0.2,0.2,0.2,9670153298.860363,0,1,43.900000000000006,32.26985168457031,0.11999999731779099,9.269536018371582,1.9620000000000002,15.666284738793552,0.5235987755982988,0.7853981633974441,1.4199672229600506,19.832450615390865,9.269536231317309,2.3765933519933413,13.638731627377934,23.86806194745009,5.972401628034257,0.9791691881632731,1.7811677173810299,0.9094270320631371
