timestamp_us,x,y,z,qx,qy,qz,qw,vx,vy,vz,ax,ay,az,curvature,yaw,beta,r,speed_mps
10800000,189.4027557373047,26.024747848510742,0.0,0.0,0.0,0.4677199423313141,0.8838767409324646,15.107402801513672,9.786029815673828,0.0,-1.0666561126708984,1.6466760635375977,0.0,0.010552076622843742,0.9734187722206116,-0.39861705899238586,0.18993738293647766,18.0
10900001,190.9134979248047,27.00335121154785,0.0,0.0,0.0,0.47609278559684753,0.879395067691803,14.999838829040527,9.950117111206055,0.0,-1.0845470428466797,1.6349554061889648,0.0,0.010552076622843742,0.9924125075340271,-0.40671080350875854,0.18993738293647766,18.0
11000000,192.41348266601562,27.998363494873047,0.0,0.0,0.0,0.4844227135181427,0.8748340606689453,14.890493392944336,10.113020896911621,0.0,-1.102299690246582,1.6230344772338867,0.0,0.010552076622843742,1.0114063024520874,-0.4148045480251312,0.18993738293647766,18.0
11100000,193.90252685546875,29.009666442871094,0.0,0.0,0.0,0.4927089214324951,0.8701941967010498,14.779378890991211,10.274724006652832,0.0,-1.1199235916137695,1.6109275817871094,0.0,0.010552076622843742,1.030400037765503,-0.4228982925415039,0.18993738293647766,18.0
11200000,195.38046264648438,30.037137985229492,0.0,0.0,0.0,0.5009506940841675,0.8654758334159851,14.666508674621582,10.435206413269043,0.0,-1.1374092102050781,1.5986108779907227,0.0,0.010552076622843742,1.0493937730789185,-0.4309920370578766,0.18993738293647766,18.0
11300000,196.84710693359375,31.080657958984375,0.0,0.0,0.0,0.5091472864151001,0.8606793880462646,14.551897048950195,10.594446182250977,0.0,-1.1547660827636719,1.5861177444458008,0.0,0.010552076622843742,1.068387508392334,-0.43908578157424927,0.18993738293647766,18.0
11400001,198.3022918701172,32.14010238647461,0.0,0.0,0.0,0.5172979831695557,0.8558053374290466,14.435555458068848,10.752429962158203,0.0,-1.1719894409179688,1.5734434127807617,0.0,0.010552076622843742,1.0873812437057495,-0.44717952609062195,0.18993738293647766,18.0
11500000,199.745849609375,33.21534729003906,0.0,0.0,0.0,0.5254020094871521,0.8508541584014893,14.317499160766602,10.909134864807129,0.0,-1.1890745162963867,1.5605783462524414,0.0,0.010552076622843742,1.106374979019165,-0.45527327060699463,0.18993738293647766,18.0
11600000,201.17759704589844,34.30625915527344,0.0,0.0,0.0,0.5334585905075073,0.8458261489868164,14.19774055480957,11.064545631408691,0.0,-1.2060165405273438,1.5475225448608398,0.0,0.010552076622843742,1.1253687143325806,-0.4633670151233673,0.18993738293647766,18.0
11700000,202.5973663330078,35.41271209716797,0.0,0.0,0.0,0.5414671301841736,0.8407219052314758,14.076295852661133,11.218639373779297,0.0,-1.2228059768676758,1.534276008605957,0.0,0.010552076622843742,1.144362449645996,-0.47146075963974,0.18993738293647766,18.0
11800000,204.00498962402344,36.534576416015625,0.0,0.0,0.0,0.5494268536567688,0.835541844367981,13.953179359436035,11.371400833129883,0.0,-1.2394523620605469,1.5208673477172852,0.0,0.010552076622843742,1.1633561849594116,-0.47955450415611267,0.18993738293647766,18.0
11900001,205.4003143310547,37.671714782714844,0.0,0.0,0.0,0.5573369860649109,0.8302863836288452,13.828405380249023,11.522812843322754,0.0,-1.255965232849121,1.507272720336914,0.0,0.010552076622843742,1.1823499202728271,-0.48764824867248535,0.18993738293647766,18.0
12000000,206.7831573486328,38.823997497558594,0.0,0.0,0.0,0.5651968121528625,0.8249560594558716,13.701986312866211,11.672855377197266,0.0,-1.2723159790039062,1.4934873580932617,0.0,0.010552076622843742,1.2013436555862427,-0.49574199318885803,0.18993738293647766,18.0
12100000,208.15335083007812,39.99128341674805,0.0,0.0,0.0,0.573005735874176,0.8195513486862183,13.573942184448242,11.821510314941406,0.0,-1.2885189056396484,1.4795303344726562,0.0,0.010552076622843742,1.2203373908996582,-0.5038357377052307,0.18993738293647766,18.0
12200000,209.5107421875,41.17343521118164,0.0,0.0,0.0,0.5807629227638245,0.8140727281570435,13.444282531738281,11.968761444091797,0.0,-1.3045740127563477,1.4654016494750977,0.0,0.010552076622843742,1.2393311262130737,-0.511929452419281,0.18993738293647766,18.0
12300000,210.85516357421875,42.37031173706055,0.0,0.0,0.0,0.5884677767753601,0.8085206747055054,13.313027381896973,12.114590644836426,0.0,-1.3204574584960938,1.451096534729004,0.0,0.010552076622843742,1.2583248615264893,-0.5200231671333313,0.18993738293647766,18.0
12400001,212.18646240234375,43.58177185058594,0.0,0.0,0.0,0.5961195230484009,0.8028956651687622,13.180191040039062,12.258980751037598,0.0,-1.336207389831543,1.436614990234375,0.0,0.010552076622843742,1.2773185968399048,-0.5281168818473816,0.18993738293647766,18.0
