s_m,x_m,y_m,z_m,yaw_rad,curvature_1pm
197.72760768626486,-110.35676574707031,10.296533584594727,0.0,1.5820054386649856,0.0
198.72760755067193,-110.36797332763672,11.296470642089844,0.0,1.5820054386649856,0.0
199.727607415079,-110.37918090820312,12.296407699584961,0.0,1.5820054386649856,0.0
200.72760727948608,-110.39038848876953,13.296344757080078,0.0,1.5820054386649856,-0.02683392579811589
201.8259517228409,-110.38139343261719,14.394652366638184,0.0,1.5256986232116039,-0.0630987783163681
202.97525535314514,-110.28054809570312,15.539523124694824,0.0,1.4401815911319604,-0.07440762697544043
204.12456103362754,-110.08228302001953,16.671598434448242,0.0,1.354664559052317,-0.07440755448410753
205.2738669033449,-109.78804779052734,17.782602310180664,0.0,1.2691475269726735,-0.07440770600897247
206.4231696924769,-109.4000015258789,18.86441421508789,0.0,1.1836303617349755,-0.07440774425049787
207.57247438083468,-108.92096710205078,19.909128189086914,0.0,1.098113329655332,-0.07440754648847542
208.7217797001019,-108.35445404052734,20.90911102294922,0.0,1.0125964307337432,-0.07440759757729579
209.87108459979268,-107.70459747314453,21.8570499420166,0.0,0.9270792654960452,-0.07440761321683301
211.02038943592117,-106.97615051269531,22.74601936340332,0.0,0.8415623665744564,-0.07440773733457624
212.16969229092945,-106.1744384765625,23.569520950317383,0.0,0.756045068178704,-0.07102658454347158
213.30355152430587,-105.3189468383789,24.313678741455078,0.0,0.6793971614773514,-0.0646119306686836
214.4241035216496,-104.4234390258789,24.987253189086914,0.0,0.610383206040711,-0.06158958428612018
215.54465194908346,-103.4836196899414,25.59747314453125,0.0,0.5413687179718526,-0.06158938987615195
216.665211020572,-102.50394439697266,26.141429901123047,0.0,0.4723547625352122,-0.06158916714477012
217.7857632286847,-101.48909759521484,26.616533279418945,0.0,0.4033405407824628,-0.06158959298393164
218.9063111288567,-100.44390869140625,27.020523071289062,0.0,0.3343263190297134,-0.06158946324749977
220.02686373372916,-99.37334442138672,27.351476669311523,0.0,0.265312363593073,-0.061589211577970475
221.14742079162042,-98.28250122070312,27.60781478881836,0.0,0.19629814184032354,-0.06158952795966148
222.26796620809625,-97.17658996582031,27.788320541381836,0.0,0.12728392008757414,-0.061589526124947475
223.38852333274858,-96.06085205078125,27.892133712768555,0.0,0.058269698334824725,-0.05614693432991064
224.48545464788555,-94.96427917480469,27.92017364501953,0.0,0.002778742281388677,-0.026462982055540967
225.48545087995285,-93.96428680419922,27.92295265197754,0.0,0.002778742281388677,0.0
226.48545474138524,-92.96428680419922,27.925731658935547,0.0,0.002778742281388677,0.0
227.48545096815383,-91.96429443359375,27.928508758544922,0.0,0.002778742281388677,0.0
228.48545482958622,-90.96429443359375,27.93128776550293,0.0,0.002778742281388677,0.0
229.48574098282737,-89.9640121459961,27.93406867980957,0.0,0.002778742281388677,0.0
230.48573721489467,-88.96401977539062,27.936847686767578,0.0,0.002778742281388677,-1.1040154614351143e-07
231.48574107102834,-87.96401977539062,27.939624786376953,0.0,0.0027785214782865796,-1.1040154614351143e-07
232.48573730309565,-86.96402740478516,27.94240379333496,0.0,0.0027785214782865796,0.0
233.48574116452804,-85.96402740478516,27.94518280029297,0.0,0.0027785214782865796,0.0
234.48573739659534,-84.96403503417969,27.947961807250977,0.0,0.0027785214782865796,0.0
235.485741252729,-83.96403503417969,27.95073890686035,0.0,0.0027785214782865796,0.0
236.48573748479632,-82.96404266357422,27.95351791381836,0.0,0.0027785214782865796,0.0
237.4857413462287,-81.96404266357422,27.956296920776367,0.0,0.0027785214782865796,0.0
238.485737578296,-80.96405029296875,27.959075927734375,0.0,0.0027785214782865796,0.0
239.48574143442968,-79.96405029296875,27.96185302734375,0.0,0.0027785214782865796,0.0
240.485737666497,-78.96405792236328,27.964632034301758,0.0,0.0027785214782865796,0.0
241.4857338985643,-77.96406555175781,27.967411041259766,0.0,0.0027785214782865796,0.0
242.48573775999668,-76.96406555175781,27.970190048217773,0.0,0.0027785214782865796,0.0
243.48573398676527,-75.96407318115234,27.97296714782715,0.0,0.0027785214782865796,0.0
244.48573784819766,-74.96407318115234,27.975746154785156,0.0,0.0027785214782865796,0.0
245.48573408026496,-73.96408081054688,27.978525161743164,0.0,0.0027785214782865796,0.0
246.48573794169735,-72.96408081054688,27.981304168701172,0.0,0.0027785214782865796,0.0
